"","phon","freq","freq_log10","nd","pp"
"15548","IH_N_EH_V_AH_T_AH_B_IH_L_AH_T_IY",0.305620078179653,0.115816820159466,0,0.00555130804150956
"15549","IH_N_EH_V_AH_T_AH_B_L_IY",7.74237531388455,0.941629447000378,0,0.00548779647044622
"15550","IH_N_ER",21.3934054725757,1.35012014384632,17,0.00459106052824038
"15551","IH_N_ER_D_Z",0.305620078179653,0.115816820159466,0,0.00352691052613049
"15552","IH_N_ER_M_OW_S_T",0.101873359393218,0.0421316830119709,0,0.00465768629559152
"15553","IH_N_ER_S_IH_T_IY",0.101873359393218,0.0421316830119709,1,0.00378403979535028
"15554","IH_N_ER_SH_AH",1.1206069533254,0.326460181095508,1,0.00467074303169797
"15555","IH_N_ER_SH_AH_L",0.101873359393218,0.0421316830119709,2,0.0075264728185596
"15556","IH_N_ER_T",0.305620078179653,0.115816820159466,4,0.00360578153523246
"15557","IH_N_EY_N",0.203746718786436,0.0805351163196006,2,0.00380570045238105
"15558","IH_N_EY_T",1.52810039089827,0.402794315792102,3,0.00461528051362349
"15559","IH_N_F_AE_CH_UW_EY_SH_AH_N",0.407493437572871,0.148446378633484,0,0.0062890118975615
"15560","IH_N_F_AE_CH_UW_EY_T_AH_D",0.305620078179653,0.115816820159466,0,0.00394183730034777
"15561","IH_N_F_AE_L_AH_B_AH_L",0.305620078179653,0.115816820159466,0,0.00584185423214282
"15562","IH_N_F_AE_L_AH_B_IH_L_AH_T_IY",0.101873359393218,0.0421316830119709,0,0.00463194168444936
"15563","IH_N_F_AE_N_T_AH_S_AY_D",0.305620078179653,0.115816820159466,0,0.00610579450527045
"15564","IH_N_F_AH_D_EH_L",0.101873359393218,0.0421316830119709,1,0.00409045174101328
"15565","IH_N_F_AH_D_EH_L_Z",0.101873359393218,0.0421316830119709,1,0.00393214494651788
"15566","IH_N_F_AH_M_AH_S",0.203746718786436,0.0805351163196006,0,0.00610566272413578
"15567","IH_N_F_AH_N_AH_T",3.15807414118975,0.618892228820011,1,0.010052251081181
"15568","IH_N_F_AH_N_AH_T_L_IY",1.42622703150505,0.384931437056767,0,0.00878551879583227
"15569","IH_N_F_AH_N_S_IY",1.1206069533254,0.326460181095508,0,0.00896873965604791
"15570","IH_N_F_AH_N_T",3.46369421936941,0.649694436066382,2,0.0114195233556815
"15571","IH_N_F_AH_N_T_AH_L",0.305620078179653,0.115816820159466,0,0.0125587758227759
"15572","IH_N_F_AH_N_T_R_IY",0.91686023453896,0.282590447994732,0,0.0104425590586865
"15573","IH_N_F_AH_N_T_S",4.07493437572871,0.70543043073438,1,0.0106060647675701
"15574","IH_N_F_AO_R_M",6.51989500116594,0.876211776664436,3,0.00410086799933183
"15575","IH_N_F_AO_R_M_AH_L",5.80678148541342,0.832941808897178,1,0.00667390793102505
"15576","IH_N_F_AO_R_M_AH_L_IY",2.24121390665079,0.510707693609364,1,0.00690960914187094
"15577","IH_N_F_AO_R_M_AH_N_T",0.101873359393218,0.0421316830119709,1,0.00922670642905779
"15578","IH_N_F_AO_R_M_AH_N_T_S",0.101873359393218,0.0421316830119709,1,0.00892804702883063
"15579","IH_N_F_AO_R_M_AH_T_IH_V",2.03746718786436,0.482511595180388,0,0.00539480060446203
"15580","IH_N_F_AO_R_M_D",17.2165977374538,1.2604672682559,4,0.00349841458971969
"15581","IH_N_F_AO_R_M_ER",0.91686023453896,0.282590447994732,4,0.00360291009366642
"15582","IH_N_F_AO_R_M_ER_Z",0.101873359393218,0.0421316830119709,2,0.00376000113288179
"15583","IH_N_F_AO_R_M_IH_NG",1.32435367211183,0.366302210706376,0,0.00585201574662885
"15584","IH_N_F_AO_R_M_Z",0.713113515752525,0.233786141501144,4,0.00365368050976161
"15585","IH_N_F_AY_T_IH_NG",0.101873359393218,0.0421316830119709,3,0.00616313317055173
"15586","IH_N_F_EH_K_SH_AH_N",6.3161482823795,0.864282499096147,4,0.00835844536800627
"15587","IH_N_F_EH_K_SH_AH_N_Z",1.01873359393218,0.30507901021701,3,0.00798123425544893
"15588","IH_N_F_EH_K_SH_AH_S",1.01873359393218,0.30507901021701,1,0.00510852640151407
"15589","IH_N_F_EH_K_T",0.407493437572871,0.148446378633484,4,0.00395994264108204
"15590","IH_N_F_EH_K_T_AH_D",2.44496062543723,0.537184262454657,2,0.00565978967707126
"15591","IH_N_F_EH_K_T_IH_NG",0.203746718786436,0.0805351163196006,2,0.00636245461383409
"15592","IH_N_F_EH_K_T_IH_V",0.611240156359307,0.207160277109702,2,0.00437374055630132
"15593","IH_N_F_EH_K_T_S",0.203746718786436,0.0805351163196006,3,0.00438974750540393
"15594","IH_N_F_EH_S_T_AH_D",0.611240156359307,0.207160277109702,2,0.00707687284247282
"15595","IH_N_F_ER",1.32435367211183,0.366302210706376,7,0.00351589292968689
"15596","IH_N_F_ER_AH_N_S",1.42622703150505,0.384931437056767,0,0.00875983187834476
"15597","IH_N_F_ER_D",0.203746718786436,0.0805351163196006,6,0.00324285629034219
"15598","IH_N_F_ER_EH_N_S_AH_Z",0.91686023453896,0.282590447994732,0,0.00510946497053526
"15599","IH_N_F_ER_M",0.407493437572871,0.148446378633484,2,0.00286738409426119
"15600","IH_N_F_ER_M_AE_L_AH_T_IY",0.305620078179653,0.115816820159466,0,0.00424763889128176
"15601","IH_N_F_ER_M_AH_T_IY",0.713113515752525,0.233786141501144,1,0.00485999510820501
"15602","IH_N_F_ER_M_AH_T_IY_Z",0.305620078179653,0.115816820159466,1,0.0047625511335078
"15603","IH_N_F_ER_M_ER_IY",2.75058070361688,0.574098514888146,0,0.0023308822874586
"15604","IH_N_F_ER_M_EY_SH_AH_N",207.312286365198,2.31871488561384,1,0.00732946383694007
"15605","IH_N_F_ER_M_EY_SH_AH_N_AH_L",0.203746718786436,0.0805351163196006,0,0.00838404756905005
"15606","IH_N_F_ER_M_EY_SH_AH_N_SH_EH_R_IH_NG",0.101873359393218,0.0421316830119709,0,0.00679534809564171
"15607","IH_N_F_ER_M_EY_SH_AH_N_Z",1.1206069533254,0.326460181095508,1,0.00710849635145202
"15608","IH_N_F_ER_N_OW",0.305620078179653,0.115816820159466,0,0.00258060198898515
"15609","IH_N_F_ER_T_IH_L_AH_T_IY",0.509366796966089,0.178794792155304,0,0.00505183673355017
"15610","IH_N_F_IH_L_T_R_EY_T",0.203746718786436,0.0805351163196006,0,0.00392384050565337
"15611","IH_N_F_IH_L_T_R_EY_T_AH_D",0.305620078179653,0.115816820159466,0,0.00512095385793156
"15612","IH_N_F_IH_N_AH_T_AH_M",0.101873359393218,0.0421316830119709,0,0.00684125634807065
"15613","IH_N_F_IH_N_AH_T_IH_V",0.509366796966089,0.178794792155304,0,0.00570645952003979
